chars,Nombre d'apparitions,Frequence d'apparition
en ,112,0.10991
er ,61,0.05986
ghe,42,0.04122
aer,39,0.03827
nde,29,0.02846
dt ,26,0.02552
hen,25,0.02453
and,24,0.02355
de ,23,0.02257
ver,22,0.02159
gh ,20,0.01963
 de,20,0.01963
eer,20,0.01963
ndt,19,0.01865
"t, ",19,0.01865
ngh,19,0.01865
 gh,19,0.01865
et ,19,0.01865
 ve,19,0.01865
ck ,18,0.01766
sch,18,0.01766
’t ,18,0.01766
 da,18,0.01766
dae,18,0.01766
men,16,0.0157
der,16,0.0157
ond,16,0.0157
n v,16,0.0157
den,16,0.0157
ch ,16,0.0157
 ’t,15,0.01472
n d,15,0.01472
 en,14,0.01374
el ,13,0.01276
ie ,13,0.01276
 Da,13,0.01276
 me,13,0.01276
lan,13,0.01276
ven,13,0.01276
igh,13,0.01276
oor,13,0.01276
end,12,0.01178
e s,12,0.01178
t d,12,0.01178
n g,12,0.01178
 in,12,0.01178
 ee,12,0.01178
 st,12,0.01178
erd,12,0.01178
agh,12,0.01178
