chars,Nombre d'apparitions,Frequence d'apparition
en ,33,0.06918
er ,30,0.06289
"en,",22,0.04612
"n, ",22,0.04612
eer,14,0.02935
nde,14,0.02935
 gh,12,0.02516
 he,12,0.02516
der,12,0.02516
hy ,12,0.02516
 en,11,0.02306
eck,10,0.02096
em ,10,0.02096
 de,10,0.02096
ghe,10,0.02096
et ,9,0.01887
n d,9,0.01887
den,9,0.01887
ckt,9,0.01887
kt ,9,0.01887
ghy,8,0.01677
aec,8,0.01677
 al,8,0.01677
 da,8,0.01677
ver,8,0.01677
 do,8,0.01677
jck,8,0.01677
ijc,8,0.01677
 He,8,0.01677
ck ,8,0.01677
sen,7,0.01468
aer,7,0.01468
 ve,7,0.01468
hem,7,0.01468
lle,7,0.01468
ond,6,0.01258
de ,6,0.01258
t g,6,0.01258
", D",6,0.01258
 we,6,0.01258
hen,6,0.01258
lij,6,0.01258
hee,6,0.01258
Hee,5,0.01048
 se,5,0.01048
r h,5,0.01048
gh ,5,0.01048
ese,5,0.01048
erl,5,0.01048
rli,5,0.01048
