chars,Nombre d'apparitions,Frequence d'apparition
en ,35,0.05036
"a, ",30,0.04317
"t, ",24,0.03453
iet,21,0.03022
tje,20,0.02878
jen,20,0.02878
gri,18,0.0259
rie,18,0.0259
etj,18,0.0259
Ann,17,0.02446
nna,17,0.02446
 An,17,0.02446
ind,17,0.02446
 la,16,0.02302
"n, ",15,0.02158
 zo,15,0.02158
zoe,15,0.02158
oet,15,0.02158
"la,",14,0.02014
na-,13,0.01871
"nd,",13,0.01871
"d, ",13,0.01871
 mi,13,0.01871
jn ,12,0.01727
ijn,12,0.01727
rgr,12,0.01727
arg,12,0.01727
"en,",11,0.01583
et ,11,0.01583
 gy,11,0.01583
 Ey,11,0.01583
iva,11,0.01583
 a ,11,0.01583
 be,11,0.01583
 bl,11,0.01583
", a",10,0.01439
mij,10,0.01439
", v",10,0.01439
 u ,10,0.01439
"y, ",10,0.01439
"k, ",10,0.01439
"va,",10,0.01439
", E",10,0.01439
gy ,10,0.01439
", A",10,0.01439
y z,9,0.01295
den,9,0.01295
ete,9,0.01295
"Ey,",9,0.01295
lin,9,0.01295
