chars,Nombre d'apparitions,Frequence d'apparition
s v,9,0.04545
 vo,9,0.04545
 Ne,8,0.0404
Ned,8,0.0404
ede,8,0.0404
der,8,0.0404
erl,8,0.0404
rla,8,0.0404
lan,8,0.0404
and,8,0.0404
nds,8,0.0404
ds ,8,0.0404
vol,8,0.0404
olk,8,0.0404
. N,7,0.03535
lk ,7,0.03535
 is,6,0.0303
is ,6,0.0303
k i,5,0.02525
en ,4,0.0202
d. ,3,0.01515
od.,2,0.0101
 vr,2,0.0101
roo,2,0.0101
 da,2,0.0101
jn ,2,0.0101
 ee,2,0.0101
er ,2,0.0101
t. ,2,0.0101
k. ,2,0.0101
ijn,2,0.0101
 zi,2,0.0101
r z,2,0.0101
rk.,2,0.0101
erk,2,0.0101
 en,2,0.0101
oed,2,0.0101
zij,2,0.0101
g e,1,0.00505
ter,1,0.00505
ste,1,0.00505
 st,1,0.00505
n s,1,0.00505
moe,1,0.00505
ig ,1,0.00505
dig,1,0.00505
edi,1,0.00505
 mo,1,0.00505
s m,1,0.00505
s g,1,0.00505
