chars,Nombre d'apparitions,Frequence d'apparition
en ,29,0.06682
 he,20,0.04608
er ,16,0.03687
sch,15,0.03456
aer,13,0.02995
"n, ",13,0.02995
et ,13,0.02995
 de,12,0.02765
em ,10,0.02304
"en,",10,0.02304
de ,10,0.02304
ond,9,0.02074
hem,9,0.02074
nde,9,0.02074
at ,9,0.02074
uwe,9,0.02074
 wa,9,0.02074
oe ,9,0.02074
 ho,9,0.02074
eer,9,0.02074
 He,8,0.01843
", h",8,0.01843
 uw,8,0.01843
e h,8,0.01843
 en,8,0.01843
t o,7,0.01613
 ve,7,0.01613
der,7,0.01613
 sc,7,0.01613
 di,7,0.01613
hy ,7,0.01613
gh ,6,0.01382
t h,6,0.01382
hae,6,0.01382
ht ,6,0.01382
cht,6,0.01382
Ghy,6,0.01382
 Gh,6,0.01382
an ,6,0.01382
oon,6,0.01382
hoo,6,0.01382
ere,6,0.01382
erd,6,0.01382
is ,6,0.01382
 is,6,0.01382
hoe,6,0.01382
roo,5,0.01152
s u,5,0.01152
 op,5,0.01152
 va,5,0.01152
