chars,Nombre d'apparitions,Frequence d'apparition
en ,38,0.10888
ck ,16,0.04585
et ,14,0.04011
 my,13,0.03725
my ,13,0.03725
cht,11,0.03152
ghe,11,0.03152
ick,9,0.02579
 de,9,0.02579
een,8,0.02292
er ,8,0.02292
oor,8,0.02292
 ic,8,0.02292
 ee,7,0.02006
 gh,7,0.02006
t m,7,0.02006
de ,7,0.02006
eer,6,0.01719
ach,6,0.01719
 me,6,0.01719
 so,6,0.01719
or ,5,0.01433
aet,5,0.01433
die,5,0.01433
hen,5,0.01433
ht ,5,0.01433
iet,5,0.01433
te ,5,0.01433
 di,5,0.01433
n s,5,0.01433
el ,5,0.01433
e m,5,0.01433
aen,5,0.01433
ten,5,0.01433
hte,5,0.01433
 al,5,0.01433
nt ,4,0.01146
 u ,4,0.01146
eyt,4,0.01146
 wa,4,0.01146
 do,4,0.01146
t d,4,0.01146
ren,4,0.01146
e s,4,0.01146
ie ,4,0.01146
n D,4,0.01146
ngh,4,0.01146
end,4,0.01146
 en,4,0.01146
nen,4,0.01146
