chars,Nombre d'apparitions,Frequence d'apparition
 my,11,0.0412
my ,11,0.0412
ijn,10,0.03745
"d, ",9,0.03371
jn ,9,0.03371
el ,7,0.02622
ten,7,0.02622
en ,7,0.02622
eer,6,0.02247
sch,6,0.02247
an ,6,0.02247
oor,6,0.02247
 zi,6,0.02247
n z,6,0.02247
n: ,5,0.01873
 no,5,0.01873
Mij,5,0.01873
 Mi,5,0.01873
ls ,5,0.01873
er ,5,0.01873
 He,5,0.01873
 to,5,0.01873
 ve,5,0.01873
 do,5,0.01873
 ge,5,0.01873
 da,5,0.01873
ord,5,0.01873
iel,5,0.01873
zie,5,0.01873
 de,5,0.01873
n. ,4,0.01498
n s,4,0.01498
en.,4,0.01498
eft,4,0.01498
de ,4,0.01498
eyd,4,0.01498
ees,4,0.01498
omt,4,0.01498
"t, ",4,0.01498
t m,4,0.01498
Hee,4,0.01498
en:,4,0.01498
 in,4,0.01498
wer,4,0.01498
 we,4,0.01498
ste,4,0.01498
or ,4,0.01498
doo,4,0.01498
eld,4,0.01498
y m,4,0.01498
