chars,Nombre d'apparitions,Frequence d'apparition
en ,26,0.09059
 de,11,0.03833
et ,10,0.03484
an ,10,0.03484
 ge,9,0.03136
de ,9,0.03136
"n, ",8,0.02787
at ,7,0.02439
n s,6,0.02091
gen,6,0.02091
oor,6,0.02091
e k,6,0.02091
oet,6,0.02091
 so,6,0.02091
"en,",6,0.02091
 be,6,0.02091
aar,5,0.01742
ugd,5,0.01742
eug,5,0.01742
ven,5,0.01742
 ha,5,0.01742
ar ,5,0.01742
eve,5,0.01742
ken,5,0.01742
n E,5,0.01742
ver,5,0.01742
 ve,5,0.01742
 He,5,0.01742
een,5,0.01742
 't,4,0.01394
n V,4,0.01394
gd ,4,0.01394
d. ,4,0.01394
e g,4,0.01394
ie ,4,0.01394
 ee,4,0.01394
 st,4,0.01394
gee,4,0.01394
't ,4,0.01394
 En,4,0.01394
 Al,4,0.01394
En ,4,0.01394
 on,4,0.01394
min,4,0.01394
 mi,4,0.01394
te ,4,0.01394
er ,4,0.01394
t v,4,0.01394
den,4,0.01394
or ,4,0.01394
