chars,Nombre d'apparitions,Frequence d'apparition
"d, ",39,0.04427
ind,37,0.042
 on,31,0.03519
en ,30,0.03405
ns ,29,0.03292
rin,29,0.03292
et ,26,0.02951
 La,25,0.02838
Lan,24,0.02724
"nd,",24,0.02724
em ,19,0.02157
ven,19,0.02157
aar,18,0.02043
eve,17,0.0193
ins,17,0.0193
and,16,0.01816
min,16,0.01816
 Pr,16,0.01816
Pri,16,0.01816
s w,16,0.01816
eev,16,0.01816
 he,16,0.01816
 mi,15,0.01703
ng ,15,0.01703
t o,15,0.01703
ie ,15,0.01703
ste,15,0.01703
moe,14,0.01589
 be,14,0.01589
lee,14,0.01589
 le,14,0.01589
 wi,14,0.01589
 Vr,14,0.01589
ons,14,0.01589
met,14,0.01589
 me,14,0.01589
 mo,14,0.01589
ds ,14,0.01589
rd ,13,0.01476
onz,13,0.01476
wil,13,0.01476
ang,13,0.01476
ing,13,0.01476
 di,13,0.01476
e ’,13,0.01476
die,13,0.01476
lle,13,0.01476
", Z",13,0.01476
"n, ",13,0.01476
est,13,0.01476
