chars,Nombre d'apparitions,Frequence d'apparition
en ,55,0.10806
 en,22,0.04322
er ,21,0.04126
"n, ",19,0.03733
et ,15,0.02947
"en,",13,0.02554
ie ,13,0.02554
ang,13,0.02554
een,12,0.02358
 't,12,0.02358
't ,12,0.02358
aer,11,0.02161
 so,11,0.02161
", e",11,0.02161
"s, ",11,0.02161
 wa,11,0.02161
"t, ",10,0.01965
 Mi,9,0.01768
 di,9,0.01768
oo ,9,0.01768
 de,9,0.01768
ijn,9,0.01768
n ',8,0.01572
oet,8,0.01572
 ge,8,0.01572
de ,8,0.01572
as ,8,0.01572
 in,8,0.01572
die,8,0.01572
ren,8,0.01572
an ,8,0.01572
 he,7,0.01375
 Di,7,0.01375
at ,7,0.01375
es ,7,0.01375
ck ,7,0.01375
soo,7,0.01375
 se,6,0.01179
in ,6,0.01179
was,6,0.01179
n d,6,0.01179
e w,6,0.01179
Die,6,0.01179
nt ,6,0.01179
nck,6,0.01179
cke,6,0.01179
oen,6,0.01179
iet,6,0.01179
ent,6,0.01179
t s,6,0.01179
