chars,Nombre d'apparitions,Frequence d'apparition
en ,38,0.08636
 my,21,0.04773
er ,15,0.03409
eer,13,0.02955
"n, ",12,0.02727
 ge,12,0.02727
my ,11,0.025
yn ,11,0.025
et ,11,0.025
 he,11,0.025
ie ,11,0.025
"en,",11,0.025
den,11,0.025
myn,10,0.02273
aer,9,0.02045
 be,9,0.02045
 He,8,0.01818
ch ,8,0.01818
"t, ",8,0.01818
", D",8,0.01818
cht,8,0.01818
sch,8,0.01818
en.,8,0.01818
n. ,8,0.01818
n v,8,0.01818
 Di,7,0.01591
 en,7,0.01591
 de,7,0.01591
 in,7,0.01591
Hee,7,0.01591
ten,7,0.01591
 we,7,0.01591
 to,7,0.01591
die,6,0.01364
uwe,6,0.01364
nde,6,0.01364
aen,6,0.01364
e m,6,0.01364
n w,6,0.01364
 di,6,0.01364
Die,6,0.01364
ck ,6,0.01364
aet,6,0.01364
eue,6,0.01364
t d,5,0.01136
 ve,5,0.01136
ver,5,0.01136
ert,5,0.01136
ick,5,0.01136
t m,5,0.01136
