chars,Nombre d'apparitions,Frequence d'apparition
en ,81,0.1296
et ,37,0.0592
er ,18,0.0288
 ve,18,0.0288
iet,17,0.0272
ver,16,0.0256
 en,15,0.024
 de,14,0.0224
ere,14,0.0224
hy ,14,0.0224
nie,14,0.0224
ren,14,0.0224
de ,13,0.0208
 ge,13,0.0208
 we,13,0.0208
ch ,13,0.0208
sch,13,0.0208
oet,12,0.0192
ten,12,0.0192
 ni,12,0.0192
eer,12,0.0192
re ,11,0.0176
at ,10,0.016
n d,10,0.016
 di,10,0.016
 u ,10,0.016
aer,10,0.016
oor,10,0.016
ie ,9,0.0144
t. ,9,0.0144
 He,9,0.0144
t d,9,0.0144
 gh,8,0.0128
die,8,0.0128
rt ,8,0.0128
t g,8,0.0128
 to,8,0.0128
 al,8,0.0128
t a,8,0.0128
eyt,7,0.0112
ijn,7,0.0112
e s,7,0.0112
ghy,7,0.0112
men,7,0.0112
t v,7,0.0112
ete,7,0.0112
n s,7,0.0112
ort,7,0.0112
gen,7,0.0112
lle,7,0.0112
