chars,Nombre d'apparitions,Frequence d'apparition
en ,32,0.1039
ijn,11,0.03571
 de,10,0.03247
"n, ",9,0.02922
ghe,9,0.02922
den,8,0.02597
n s,7,0.02273
sen,7,0.02273
oor,7,0.02273
n d,7,0.02273
 Me,7,0.02273
ich,7,0.02273
uen,6,0.01948
ns ,6,0.01948
cht,6,0.01948
er ,6,0.01948
ach,5,0.01623
nt ,5,0.01623
ame,5,0.01623
jue,5,0.01623
iju,5,0.01623
 en,5,0.01623
ort,5,0.01623
n w,5,0.01623
sij,5,0.01623
 si,5,0.01623
 he,5,0.01623
tic,5,0.01623
hti,5,0.01623
an ,5,0.01623
 wo,5,0.01623
n M,5,0.01623
 Wi,5,0.01623
ijs,5,0.01623
 be,5,0.01623
"en,",5,0.01623
et ,5,0.01623
jse,5,0.01623
oot,5,0.01623
"t, ",5,0.01623
est,5,0.01623
 in,5,0.01623
in ,5,0.01623
rij,4,0.01299
 al,4,0.01299
 do,4,0.01299
lij,4,0.01299
Mey,4,0.01299
 Gh,4,0.01299
Ghe,4,0.01299
