chars,Nombre d'apparitions,Frequence d'apparition
en ,33,0.08271
er ,19,0.04762
ijn,17,0.04261
n s,12,0.03008
der,12,0.03008
"n, ",12,0.03008
rde,11,0.02757
 mi,11,0.02757
mij,11,0.02757
 de,11,0.02757
ard,10,0.02506
jn ,10,0.02506
et ,10,0.02506
"en,",9,0.02256
den,9,0.02256
de ,8,0.02005
ck ,8,0.02005
 ee,7,0.01754
een,7,0.01754
oed,7,0.01754
Har,7,0.01754
an ,7,0.01754
ape,7,0.01754
pen,7,0.01754
 st,7,0.01754
 ve,6,0.01504
n d,6,0.01504
 ge,6,0.01504
ie ,6,0.01504
eer,6,0.01504
elt,6,0.01504
cha,6,0.01504
 va,6,0.01504
 Ha,6,0.01504
Ick,5,0.01253
 Ic,5,0.01253
 me,5,0.01253
", D",5,0.01253
tal,5,0.01253
hap,5,0.01253
sch,5,0.01253
van,5,0.01253
t v,5,0.01253
n H,5,0.01253
ede,5,0.01253
 be,5,0.01253
 go,4,0.01003
goe,4,0.01003
 sc,4,0.01003
sta,4,0.01003
