chars,Nombre d'apparitions,Frequence d'apparition
en ,33,0.08189
er ,21,0.05211
"t, ",15,0.03722
dt ,15,0.03722
et ,12,0.02978
ck ,11,0.0273
den,11,0.0273
nde,10,0.02481
 Go,10,0.02481
 me,9,0.02233
oet,9,0.02233
aer,9,0.02233
sch,9,0.02233
odt,9,0.02233
God,8,0.01985
 de,8,0.01985
om ,8,0.01985
eer,8,0.01985
 on,7,0.01737
 da,7,0.01737
roo,7,0.01737
ghe,7,0.01737
 gh,6,0.01489
com,6,0.01489
lco,6,0.01489
elc,6,0.01489
Wel,6,0.01489
 We,6,0.01489
", W",6,0.01489
ere,6,0.01489
 en,6,0.01489
hee,6,0.01489
"et,",6,0.01489
t e,6,0.01489
", E",6,0.01489
n. ,6,0.01489
ngh,6,0.01489
 he,6,0.01489
em ,6,0.01489
ten,6,0.01489
ens,6,0.01489
en.,6,0.01489
m o,5,0.01241
ons,5,0.01241
t u,5,0.01241
hem,5,0.01241
met,5,0.01241
oot,5,0.01241
en:,5,0.01241
n: ,5,0.01241
