chars,Nombre d'apparitions,Frequence d'apparition
en ,116,0.0386
ijn,88,0.02928
jn ,78,0.02596
 di,55,0.0183
dij,49,0.01631
cht,47,0.01564
et ,45,0.01498
ck ,43,0.01431
er ,43,0.01431
eer,43,0.01431
 my,41,0.01364
ver,35,0.01165
 en,32,0.01065
ghe,31,0.01032
ech,31,0.01032
t m,30,0.00998
 ve,30,0.00998
my ,29,0.00965
oor,29,0.00965
rt ,28,0.00932
 He,27,0.00899
ick,26,0.00865
de ,25,0.00832
aer,24,0.00799
"e, ",24,0.00799
n W,24,0.00799
 ic,24,0.00799
ere,24,0.00799
ich,23,0.00765
 gh,23,0.00765
n s,23,0.00765
"t, ",21,0.00699
n d,20,0.00666
 be,20,0.00666
n v,19,0.00632
ch ,19,0.00632
ten,18,0.00599
t d,18,0.00599
ach,18,0.00599
end,17,0.00566
nde,17,0.00566
 he,17,0.00566
ert,17,0.00566
"n, ",17,0.00566
hen,17,0.00566
Hee,17,0.00566
e d,16,0.00532
den,16,0.00532
 Gh,16,0.00532
 Ic,16,0.00532
", D",15,0.00499
 We,15,0.00499
 Di,15,0.00499
t i,15,0.00499
 Da,15,0.00499
"en,",15,0.00499
 we,15,0.00499
ort,15,0.00499
 do,15,0.00499
ht ,15,0.00499
che,15,0.00499
Ghe,15,0.00499
Ick,15,0.00499
nd ,14,0.00466
 al,14,0.00466
el ,14,0.00466
Dij,14,0.00466
t e,14,0.00466
lle,14,0.00466
 En,14,0.00466
y d,14,0.00466
heb,13,0.00433
mij,13,0.00433
 mi,13,0.00433
n w,13,0.00433
 Wa,13,0.00433
der,13,0.00433
t g,13,0.00433
hte,13,0.00433
e. ,13,0.00433
 da,13,0.00433
n m,13,0.00433
st ,13,0.00433
 de,13,0.00433
yn ,12,0.00399
aet,12,0.00399
 me,12,0.00399
at ,12,0.00399
len,12,0.00399
"r, ",12,0.00399
 ge,12,0.00399
tic,12,0.00399
 ho,12,0.00399
ot ,11,0.00366
sch,11,0.00366
n. ,11,0.00366
"er,",11,0.00366
t. ,11,0.00366
en.,11,0.00366
iet,11,0.00366
hti,11,0.00366
lij,11,0.00366
hou,11,0.00366
hey,11,0.00366
n G,10,0.00333
eve,10,0.00333
all,10,0.00333
 Wo,10,0.00333
an ,10,0.00333
is ,10,0.00333
 vo,10,0.00333
Wet,10,0.00333
Woo,10,0.00333
eyt,10,0.00333
rec,10,0.00333
her,10,0.00333
ven,10,0.00333
Rec,10,0.00333
 wa,10,0.00333
 to,9,0.003
nen,9,0.003
erl,9,0.003
", E",9,0.003
or ,9,0.003
ede,9,0.003
och,9,0.003
"re,",9,0.003
. D,9,0.003
nne,9,0.003
. I,9,0.003
ers,9,0.003
hee,9,0.003
r d,9,0.003
k h,9,0.003
 Re,9,0.003
wel,9,0.003
n g,9,0.003
yt ,9,0.003
oud,9,0.003
eel,9,0.003
 wo,8,0.00266
t w,8,0.00266
 se,8,0.00266
gen,8,0.00266
 sy,8,0.00266
cke,8,0.00266
Wan,8,0.00266
End,8,0.00266
ant,8,0.00266
 va,8,0.00266
van,8,0.00266
 op,8,0.00266
t v,8,0.00266
met,8,0.00266
n a,8,0.00266
n H,8,0.00266
dt ,8,0.00266
ijd,8,0.00266
"y, ",8,0.00266
sen,8,0.00266
 is,8,0.00266
Dat,8,0.00266
"ch,",7,0.00233
bod,7,0.00233
inn,7,0.00233
myn,7,0.00233
 si,7,0.00233
see,7,0.00233
ijc,7,0.00233
nt ,7,0.00233
"h, ",7,0.00233
hy ,7,0.00233
woo,7,0.00233
ebo,7,0.00233
oot,7,0.00233
voo,7,0.00233
doc,7,0.00233
het,7,0.00233
dae,7,0.00233
uwe,7,0.00233
ove,7,0.00233
", e",7,0.00233
 wi,7,0.00233
ben,7,0.00233
t o,7,0.00233
. H,7,0.00233
 ni,7,0.00233
te ,7,0.00233
doe,7,0.00233
 na,7,0.00233
jne,7,0.00233
n R,7,0.00233
 vr,7,0.00233
ude,6,0.002
"ht,",6,0.002
bli,6,0.002
t b,6,0.002
En ,6,0.002
nie,6,0.002
die,6,0.002
