chars,Nombre d'apparitions,Frequence d'apparition
en ,44,0.07639
er ,26,0.04514
"en,",23,0.03993
"n, ",23,0.03993
ck ,21,0.03646
ick,15,0.02604
 mi,15,0.02604
ijn,15,0.02604
jn ,15,0.02604
ven,15,0.02604
 ge,14,0.02431
mij,14,0.02431
 de,13,0.02257
 ic,13,0.02257
cht,12,0.02083
ren,12,0.02083
et ,12,0.02083
nde,11,0.0191
der,11,0.0191
eur,11,0.0191
 st,11,0.0191
 my,10,0.01736
ten,10,0.01736
n d,9,0.01562
een,9,0.01562
"t, ",9,0.01562
my ,9,0.01562
 ee,8,0.01389
rve,8,0.01389
ter,8,0.01389
t s,8,0.01389
ach,8,0.01389
ure,8,0.01389
ste,8,0.01389
 da,8,0.01389
eve,8,0.01389
te ,8,0.01389
ese,8,0.01389
de ,8,0.01389
k m,8,0.01389
"e, ",8,0.01389
sen,7,0.01215
al ,7,0.01215
 mo,7,0.01215
t m,7,0.01215
 be,7,0.01215
n m,7,0.01215
 ma,7,0.01215
erv,7,0.01215
end,6,0.01042
