chars,Nombre d'apparitions,Frequence d'apparition
en ,25,0.06527
 on,17,0.04439
ns ,17,0.04439
ons,14,0.03655
ver,13,0.03394
ghe,12,0.03133
 gh,12,0.03133
den,11,0.02872
 he,10,0.02611
 ve,10,0.02611
"en,",10,0.02611
"n, ",10,0.02611
t o,9,0.0235
st ,8,0.02089
er ,8,0.02089
hee,8,0.02089
 in,7,0.01828
at ,7,0.01828
 do,7,0.01828
an ,6,0.01567
Zo ,6,0.01567
 Zo,6,0.01567
n o,6,0.01567
 wy,6,0.01567
 da,6,0.01567
t. ,6,0.01567
et ,6,0.01567
and,6,0.01567
in ,6,0.01567
roo,6,0.01567
hen,6,0.01567
 bo,6,0.01567
van,5,0.01305
s v,5,0.01305
wy ,5,0.01305
eer,5,0.01305
ot ,5,0.01305
t g,5,0.01305
 de,5,0.01305
d. ,5,0.01305
sch,5,0.01305
 va,5,0.01305
r d,5,0.01305
n d,5,0.01305
ost,5,0.01305
oos,5,0.01305
", D",5,0.01305
uwe,5,0.01305
de ,5,0.01305
aar,5,0.01305
