chars,Nombre d'apparitions,Frequence d'apparition
en ,15,0.06494
et ,12,0.05195
aar,11,0.04762
"n, ",10,0.04329
"en,",8,0.03463
ar ,8,0.03463
 me,6,0.02597
t m,5,0.02165
iet,5,0.02165
 ik,5,0.02165
 vo,5,0.02165
 my,5,0.02165
 de,5,0.02165
oor,5,0.02165
 he,5,0.02165
an ,5,0.02165
een,5,0.02165
oet,5,0.02165
n i,4,0.01732
 va,4,0.01732
nie,4,0.01732
ik ,4,0.01732
 ni,4,0.01732
n E,4,0.01732
nde,4,0.01732
eêr,4,0.01732
 al,4,0.01732
at ,4,0.01732
", D",3,0.01299
or ,3,0.01299
laa,3,0.01299
 wa,3,0.01299
r h,3,0.01299
gen,3,0.01299
my ,3,0.01299
is ,3,0.01299
n d,3,0.01299
ie ,3,0.01299
de ,3,0.01299
moe,3,0.01299
 mo,3,0.01299
 Zo,3,0.01299
aan,3,0.01299
ers,3,0.01299
der,3,0.01299
naa,3,0.01299
 ee,3,0.01299
men,3,0.01299
", S",3,0.01299
"r, ",3,0.01299
