chars,Nombre d'apparitions,Frequence d'apparition
en ,15,0.06173
 de,13,0.0535
aar,11,0.04527
ar ,9,0.03704
sch,7,0.02881
d! ,7,0.02881
oe ,6,0.02469
n d,6,0.02469
", d",6,0.02469
oon,6,0.02469
 be,5,0.02058
n! ,5,0.02058
"t, ",5,0.02058
"n, ",5,0.02058
e s,5,0.02058
den,5,0.02058
Hoe,5,0.02058
 Ho,5,0.02058
een,4,0.01646
ere,4,0.01646
y d,4,0.01646
in ,4,0.01646
 in,4,0.01646
od!,4,0.01646
ood,4,0.01646
 en,4,0.01646
", e",4,0.01646
 sc,4,0.01646
! H,4,0.01646
 ee,4,0.01646
 al,4,0.01646
 va,4,0.01646
 da,4,0.01646
des,4,0.01646
an ,4,0.01646
eid,4,0.01646
che,4,0.01646
gt ,4,0.01646
als,4,0.01646
 na,3,0.01235
wig,3,0.01235
uwi,3,0.01235
euw,3,0.01235
naa,3,0.01235
e v,3,0.01235
ren,3,0.01235
Gy ,3,0.01235
 Gy,3,0.01235
w' ,3,0.01235
 ge,3,0.01235
