chars,Nombre d'apparitions,Frequence d'apparition
"en,",21,0.06481
"n, ",21,0.06481
ij ,12,0.03704
et ,12,0.03704
en ,12,0.03704
aar,11,0.03395
ar ,11,0.03395
ten,9,0.02778
iet,9,0.02778
er ,8,0.02469
 mi,8,0.02469
ste,7,0.0216
an ,7,0.0216
ust,7,0.0216
", D",6,0.01852
een,6,0.01852
", M",6,0.01852
 da,6,0.01852
t d,6,0.01852
 he,6,0.01852
nie,5,0.01543
de ,5,0.01543
 de,5,0.01543
zen,5,0.01543
daa,5,0.01543
e w,5,0.01543
ik ,5,0.01543
 ni,5,0.01543
ver,5,0.01543
ene,5,0.01543
at ,5,0.01543
aat,5,0.01543
 ik,5,0.01543
 me,4,0.01235
mij,4,0.01235
 wi,4,0.01235
ie ,4,0.01235
 al,4,0.01235
t a,4,0.01235
 ka,4,0.01235
rus,4,0.01235
nen,4,0.01235
gen,4,0.01235
 ve,4,0.01235
ier,4,0.01235
hie,4,0.01235
 hi,4,0.01235
gij,4,0.01235
 gi,4,0.01235
n d,4,0.01235
