chars,Nombre d'apparitions,Frequence d'apparition
en ,21,0.07865
"n, ",13,0.04869
aar,11,0.0412
"en,",11,0.0412
an ,9,0.03371
ar ,7,0.02622
et ,6,0.02247
 ha,6,0.02247
 ge,6,0.02247
een,6,0.02247
oor,6,0.02247
", D",5,0.01873
de ,5,0.01873
 we,5,0.01873
wee,5,0.01873
 zy,5,0.01873
n z,5,0.01873
min,5,0.01873
 de,5,0.01873
in ,5,0.01873
haa,5,0.01873
 zo,5,0.01873
 ve,4,0.01498
 ee,4,0.01498
 Ja,4,0.01498
alo,4,0.01498
te ,4,0.01498
yn ,4,0.01498
gen,4,0.01498
 ka,4,0.01498
kan,4,0.01498
eez,4,0.01498
eze,4,0.01498
zen,4,0.01498
ver,4,0.01498
ken,4,0.01498
ig ,4,0.01498
or ,4,0.01498
ind,4,0.01498
 te,4,0.01498
n h,4,0.01498
er ,4,0.01498
al ,4,0.01498
eug,4,0.01498
 be,4,0.01498
 in,4,0.01498
ren,4,0.01498
 Ma,4,0.01498
n M,3,0.01124
 me,3,0.01124
