chars,Nombre d'apparitions,Frequence d'apparition
en ,21,0.03925
"t, ",10,0.01869
 ve,9,0.01682
et ,9,0.01682
ver,8,0.01495
er ,8,0.01495
nen,7,0.01308
ghe,6,0.01121
rt ,6,0.01121
de ,6,0.01121
ert,6,0.01121
ck ,5,0.00935
eer,5,0.00935
mee,5,0.00935
cht,5,0.00935
aer,5,0.00935
 me,5,0.00935
lij,5,0.00935
"n, ",5,0.00935
"en,",5,0.00935
t. ,4,0.00748
 he,4,0.00748
te ,4,0.00748
 de,4,0.00748
 be,4,0.00748
 da,4,0.00748
sen,4,0.00748
n v,4,0.00748
iet,4,0.00748
one,4,0.00748
oon,4,0.00748
sch,4,0.00748
 on,4,0.00748
l v,3,0.00561
"ht,",3,0.00561
 Ma,3,0.00561
uch,3,0.00561
euc,3,0.00561
dan,3,0.00561
an ,3,0.00561
ers,3,0.00561
jck,3,0.00561
", d",3,0.00561
ijc,3,0.00561
ose,3,0.00561
rte,3,0.00561
oos,3,0.00561
 wa,3,0.00561
het,3,0.00561
eck,3,0.00561
ckt,3,0.00561
t g,3,0.00561
 vo,3,0.00561
yne,3,0.00561
oyt,3,0.00561
"r, ",3,0.00561
t v,3,0.00561
el ,3,0.00561
cho,3,0.00561
", D",3,0.00561
t o,3,0.00561
ngh,3,0.00561
n h,3,0.00561
hoo,3,0.00561
oor,3,0.00561
 si,3,0.00561
 wi,3,0.00561
 en,3,0.00561
n s,3,0.00561
ont,3,0.00561
ouw,3,0.00561
art,3,0.00561
ch ,3,0.00561
uwe,3,0.00561
ach,3,0.00561
lt ,3,0.00561
", e",3,0.00561
een,3,0.00561
erd,3,0.00561
wen,3,0.00561
ken,2,0.00374
e v,2,0.00374
e m,2,0.00374
eli,2,0.00374
hel,2,0.00374
ong,2,0.00374
wan,2,0.00374
erh,2,0.00374
r v,2,0.00374
Mae,2,0.00374
n M,2,0.00374
n b,2,0.00374
vre,2,0.00374
 vr,2,0.00374
pel,2,0.00374
jt ,2,0.00374
ijt,2,0.00374
ich,2,0.00374
reu,2,0.00374
her,2,0.00374
", o",2,0.00374
der,2,0.00374
"er,",2,0.00374
 Da,2,0.00374
vol,2,0.00374
"yt,",2,0.00374
ie ,2,0.00374
bev,2,0.00374
ene,2,0.00374
str,2,0.00374
gee,2,0.00374
", l",2,0.00374
hae,2,0.00374
t d,2,0.00374
t h,2,0.00374
roo,2,0.00374
 ro,2,0.00374
e r,2,0.00374
 gh,2,0.00374
t w,2,0.00374
n T,2,0.00374
is ,2,0.00374
Vro,2,0.00374
ne ,2,0.00374
jn ,2,0.00374
ijn,2,0.00374
wij,2,0.00374
e w,2,0.00374
 sp,2,0.00374
e s,2,0.00374
 t’,2,0.00374
n t,2,0.00374
gen,2,0.00374
nge,2,0.00374
sin,2,0.00374
 sa,2,0.00374
ort,2,0.00374
 ho,2,0.00374
ing,2,0.00374
 is,2,0.00374
 Vr,2,0.00374
spr,2,0.00374
rou,2,0.00374
lso,2,0.00374
wer,2,0.00374
 we,2,0.00374
n w,2,0.00374
r h,2,0.00374
mac,2,0.00374
n m,2,0.00374
soo,2,0.00374
 ma,2,0.00374
 Al,2,0.00374
"et,",2,0.00374
har,2,0.00374
hou,2,0.00374
rdr,2,0.00374
 ee,2,0.00374
t s,2,0.00374
 ha,2,0.00374
cha,2,0.00374
pre,1,0.00187
l u,1,0.00187
 u ,1,0.00187
u s,1,0.00187
t’o,1,0.00187
’ou,1,0.00187
oud,1,0.00187
ude,1,0.00187
Hoe,1,0.00187
ree,1,0.00187
eec,1,0.00187
ec ,1,0.00187
c w,1,0.00187
 wo,1,0.00187
woo,1,0.00187
t H,1,0.00187
 Ho,1,0.00187
sal,1,0.00187
al ,1,0.00187
na ,1,0.00187
c s,1,0.00187
hen,1,0.00187
 Wi,1,0.00187
Wil,1,0.00187
ilt,1,0.00187
nts,1,0.00187
tsp,1,0.00187
pri,1,0.00187
rin,1,0.00187
", n",1,0.00187
Ic ,1,0.00187
 na,1,0.00187
a m,1,0.00187
 my,1,0.00187
myn,1,0.00187
yn ,1,0.00187
t I,1,0.00187
 Ic,1,0.00187
oe ,1,0.00187
