chars,Nombre d'apparitions,Frequence d'apparition
en ,55,0.0816
cho,33,0.04896
 Sc,32,0.04748
Sch,32,0.04748
hop,32,0.04748
pen,22,0.03264
opp,20,0.02967
ppe,20,0.02967
"n, ",19,0.02819
an ,18,0.02671
n S,17,0.02522
aar,16,0.02374
de ,16,0.02374
 de,15,0.02226
et ,15,0.02226
 zy,14,0.02077
 en,14,0.02077
"en,",13,0.01929
zyn,12,0.0178
er ,11,0.01632
yn ,11,0.01632
op ,11,0.01632
n v,10,0.01484
"t, ",10,0.01484
pin,9,0.01335
 me,9,0.01335
 Sp,9,0.01335
iet,9,0.01335
t d,9,0.01335
 Wa,9,0.01335
 be,9,0.01335
n d,8,0.01187
Spi,8,0.01187
 ge,8,0.01187
n z,8,0.01187
 da,8,0.01187
", W",8,0.01187
e S,8,0.01187
ar ,8,0.01187
ns ,8,0.01187
nie,8,0.01187
 ni,7,0.01039
der,7,0.01039
ter,7,0.01039
 on,7,0.01039
ons,7,0.01039
 he,7,0.01039
 We,7,0.01039
ant,7,0.01039
 va,7,0.01039
