chars,Nombre d'apparitions,Frequence d'apparition
en ,33,0.06561
"n, ",23,0.04573
"en,",23,0.04573
ijd,20,0.03976
 zi,17,0.0338
aar,15,0.02982
een,14,0.02783
zij,13,0.02584
jn ,12,0.02386
jde,12,0.02386
et ,12,0.02386
ijn,12,0.02386
 ee,12,0.02386
 de,12,0.02386
eid,12,0.02386
 ij,10,0.01988
 he,10,0.01988
lle,9,0.01789
ar ,9,0.01789
del,9,0.01789
elh,9,0.01789
lhe,9,0.01789
hei,9,0.01789
ij ,9,0.01789
ch ,8,0.0159
gen,8,0.0159
 ma,8,0.0159
t z,8,0.0159
den,8,0.0159
sch,7,0.01392
er ,7,0.01392
 ho,7,0.01392
d. ,7,0.01392
id.,7,0.01392
", S",7,0.01392
 me,7,0.01392
oon,7,0.01392
maa,7,0.01392
 wa,7,0.01392
"d, ",7,0.01392
es ,7,0.01392
 al,6,0.01193
n t,6,0.01193
n d,6,0.01193
r i,6,0.01193
hoo,6,0.01193
ken,6,0.01193
het,6,0.01193
"t, ",6,0.01193
n h,6,0.01193
