chars,Nombre d'apparitions,Frequence d'apparition
en ,22,0.06377
cht,12,0.03478
ach,11,0.03188
"t, ",11,0.03188
 he,11,0.03188
an ,9,0.02609
er ,9,0.02609
 't,9,0.02609
't ,9,0.02609
te ,9,0.02609
igh,8,0.02319
ns ,8,0.02319
 va,7,0.02029
et ,7,0.02029
 en,7,0.02029
 aa,7,0.02029
oor,7,0.02029
gh ,7,0.02029
ver,6,0.01739
n. ,6,0.01739
 st,6,0.01739
ten,6,0.01739
 te,6,0.01739
rt ,6,0.01739
ert,6,0.01739
her,6,0.01739
t s,6,0.01739
t b,6,0.01739
 be,6,0.01739
 do,6,0.01739
aar,6,0.01739
aan,6,0.01739
"n, ",6,0.01739
t g,5,0.01449
t h,5,0.01449
en.,5,0.01449
n s,5,0.01449
En ,5,0.01449
 En,5,0.01449
"en,",5,0.01449
 ge,5,0.01449
ons,5,0.01449
t t,5,0.01449
st ,5,0.01449
 on,5,0.01449
van,5,0.01449
edt,5,0.01449
tig,5,0.01449
dac,5,0.01449
moe,5,0.01449
