chars,Nombre d'apparitions,Frequence d'apparition
en ,32,0.09275
// ,14,0.04058
 //,14,0.04058
ck ,11,0.03188
n /,11,0.03188
lij,10,0.02899
et ,9,0.02609
 my,8,0.02319
er ,8,0.02319
my ,8,0.02319
t m,8,0.02319
ht ,8,0.02319
ght,7,0.02029
cht,7,0.02029
 mi,7,0.02029
ijn,6,0.01739
", S",6,0.01739
"t, ",6,0.01739
een,6,0.01739
jn ,6,0.01739
ten,6,0.01739
 we,6,0.01739
eer,6,0.01739
uch,6,0.01739
 su,6,0.01739
 gh,6,0.01739
at ,6,0.01739
hte,5,0.01449
ghe,5,0.01449
ese,5,0.01449
jck,5,0.01449
ijc,5,0.01449
't ,5,0.01449
 't,5,0.01449
der,5,0.01449
/ e,5,0.01449
ver,5,0.01449
 da,5,0.01449
n s,5,0.01449
mij,5,0.01449
iet,5,0.01449
nie,5,0.01449
ick,5,0.01449
 ic,5,0.01449
 so,5,0.01449
ghy,5,0.01449
agh,4,0.01159
t g,4,0.01159
aer,4,0.01159
suc,4,0.01159
