chars,Nombre d'apparitions,Frequence d'apparition
en ,33,0.07621
 ve,17,0.03926
ver,15,0.03464
sch,14,0.03233
et ,14,0.03233
"t, ",13,0.03002
 ge,12,0.02771
 tr,10,0.02309
 he,10,0.02309
 en,9,0.02079
er ,9,0.02079
gen,9,0.02079
an ,9,0.02079
 't,9,0.02079
t h,9,0.02079
't ,9,0.02079
den,9,0.02079
eer,8,0.01848
 kr,8,0.01848
t g,8,0.01848
eel,8,0.01848
n. ,8,0.01848
oor,8,0.01848
"n, ",8,0.01848
dt ,8,0.01848
 sc,8,0.01848
at ,8,0.01848
t v,7,0.01617
nde,7,0.01617
t e,7,0.01617
n s,7,0.01617
 me,7,0.01617
 da,7,0.01617
"en,",7,0.01617
roo,6,0.01386
uis,6,0.01386
ste,6,0.01386
rui,6,0.01386
yn ,6,0.01386
elt,6,0.01386
t u,6,0.01386
aar,6,0.01386
 u ,6,0.01386
 be,6,0.01386
el ,6,0.01386
ar ,6,0.01386
cht,6,0.01386
ie ,6,0.01386
adt,5,0.01155
 te,5,0.01155
