chars,Nombre d'apparitions,Frequence d'apparition
en ,134,0.09293
"t, ",49,0.03398
 he,43,0.02982
"n, ",38,0.02635
an ,36,0.02497
 zy,35,0.02427
den,34,0.02358
"en,",33,0.02288
et ,32,0.02219
aar,32,0.02219
 de,32,0.02219
 ge,32,0.02219
zyn,31,0.0215
cht,30,0.0208
in ,30,0.0208
dt ,30,0.0208
de ,29,0.02011
n h,28,0.01942
 in,27,0.01872
ver,27,0.01872
en.,27,0.01872
n. ,27,0.01872
eer,26,0.01803
sch,25,0.01734
't ,25,0.01734
 't,25,0.01734
God,25,0.01734
 Go,25,0.01734
oor,25,0.01734
yn ,24,0.01664
 ve,24,0.01664
 vo,24,0.01664
 en,24,0.01664
odt,23,0.01595
t z,23,0.01595
 be,23,0.01595
er ,22,0.01526
ren,22,0.01526
n z,22,0.01526
ere,21,0.01456
 De,21,0.01456
n d,21,0.01456
n v,20,0.01387
ers,20,0.01387
 di,20,0.01387
t g,20,0.01387
van,19,0.01318
 He,19,0.01318
"dt,",19,0.01318
die,19,0.01318
