chars,Nombre d'apparitions,Frequence d'apparition
en ,39,0.09799
er ,15,0.03769
aer,15,0.03769
 da,13,0.03266
et ,13,0.03266
at ,11,0.02764
"n, ",10,0.02513
 wa,10,0.02513
 he,10,0.02513
"en,",9,0.02261
ck ,9,0.02261
den,9,0.02261
de ,9,0.02261
n s,8,0.0201
te ,8,0.0201
ghe,8,0.0201
t h,8,0.0201
hy ,8,0.0201
cht,7,0.01759
ijn,7,0.01759
oor,7,0.01759
 hy,7,0.01759
dat,7,0.01759
een,7,0.01759
 ee,7,0.01759
nde,7,0.01759
 so,6,0.01508
jn ,6,0.01508
t w,6,0.01508
 si,6,0.01508
 bl,6,0.01508
gh ,6,0.01508
t g,6,0.01508
 in,6,0.01508
 we,6,0.01508
ngh,6,0.01508
 gh,5,0.01256
 be,5,0.01256
y s,5,0.01256
Mae,5,0.01256
 Ma,5,0.01256
ken,5,0.01256
 de,5,0.01256
ver,5,0.01256
wat,5,0.01256
my ,5,0.01256
 my,5,0.01256
n d,5,0.01256
in ,5,0.01256
ich,5,0.01256
