chars,Nombre d'apparitions,Frequence d'apparition
ijn,7,0.05147
en ,7,0.05147
jn ,5,0.03676
el ,4,0.02941
 mi,4,0.02941
inn,4,0.02941
nne,4,0.02941
 ik,4,0.02941
ik ,4,0.02941
an ,3,0.02206
ven,3,0.02206
eve,3,0.02206
n s,3,0.02206
et ,3,0.02206
"d, ",3,0.02206
nen,3,0.02206
 ve,3,0.02206
mij,3,0.02206
ver,3,0.02206
k v,3,0.02206
 hy,2,0.01471
aak,2,0.01471
 va,2,0.01471
van,2,0.01471
jne,2,0.01471
ne ,2,0.01471
n z,2,0.01471
hy ,2,0.01471
 zi,2,0.01471
t. ,2,0.01471
"n, ",2,0.01471
 we,2,0.01471
bla,2,0.01471
laa,2,0.01471
n d,2,0.01471
 bl,2,0.01471
", M",2,0.01471
"t, ",2,0.01471
 be,2,0.01471
sij,2,0.01471
 si,2,0.01471
En ,2,0.01471
 En,2,0.01471
 Mi,2,0.01471
t v,2,0.01471
 he,2,0.01471
oel,2,0.01471
voe,2,0.01471
 vo,2,0.01471
 ge,2,0.01471
