chars,Nombre d'apparitions,Frequence d'apparition
en ,34,0.07692
er ,26,0.05882
ck ,21,0.04751
aer,18,0.04072
 ge,12,0.02715
"en,",11,0.02489
"n, ",11,0.02489
 En,11,0.02489
et ,11,0.02489
n h,11,0.02489
 ha,11,0.02489
 da,11,0.02489
En ,10,0.02262
", E",10,0.02262
ick,9,0.02036
"t, ",9,0.02036
an ,8,0.0181
 de,8,0.0181
den,8,0.0181
 ic,8,0.0181
 he,8,0.0181
een,7,0.01584
jn ,7,0.01584
ijn,7,0.01584
God,7,0.01584
 Go,7,0.01584
odt,7,0.01584
t d,7,0.01584
de ,7,0.01584
n d,7,0.01584
 ve,7,0.01584
n s,6,0.01357
ede,6,0.01357
lck,6,0.01357
hae,6,0.01357
ter,6,0.01357
gen,6,0.01357
t i,6,0.01357
ste,6,0.01357
dt ,6,0.01357
 en,6,0.01357
sch,6,0.01357
ken,5,0.01131
 re,5,0.01131
n v,5,0.01131
ver,5,0.01131
cke,5,0.01131
t o,5,0.01131
 in,5,0.01131
in ,5,0.01131
