chars,Nombre d'apparitions,Frequence d'apparition
en ,17,0.05075
"d, ",16,0.04776
gen,13,0.03881
er ,11,0.03284
 ge,9,0.02687
t d,8,0.02388
 de,8,0.02388
an ,8,0.02388
"n, ",8,0.02388
aar,8,0.02388
et ,8,0.02388
God,7,0.0209
in ,7,0.0209
der,7,0.0209
sch,7,0.0209
"t, ",7,0.0209
oor,7,0.0209
 He,7,0.0209
 Go,7,0.0209
 on,7,0.0209
't ,7,0.0209
 't,7,0.0209
lij,7,0.0209
 in,6,0.01791
ns ,6,0.01791
van,6,0.01791
 ee,6,0.01791
", D",5,0.01493
Nu ,5,0.01493
 Nu,5,0.01493
 sc,5,0.01493
rst,5,0.01493
ors,5,0.01493
de ,5,0.01493
hei,5,0.01493
r z,5,0.01493
eid,5,0.01493
zal,5,0.01493
 za,5,0.01493
at ,5,0.01493
ons,5,0.01493
 va,5,0.01493
 le,5,0.01493
 En,5,0.01493
"en,",5,0.01493
 st,5,0.01493
 he,5,0.01493
ar ,5,0.01493
 zo,4,0.01194
ijk,4,0.01194
