chars,Nombre d'apparitions,Frequence d'apparition
en ,26,0.07738
ghe,17,0.0506
er ,12,0.03571
aer,11,0.03274
"n, ",10,0.02976
 de,9,0.02679
 vo,9,0.02679
 he,9,0.02679
 gh,8,0.02381
"en,",8,0.02381
et ,8,0.02381
de ,8,0.02381
sch,8,0.02381
n d,7,0.02083
ijc,7,0.02083
jck,7,0.02083
cht,7,0.02083
 va,7,0.02083
van,7,0.02083
t h,6,0.01786
cke,6,0.01786
 Al,6,0.01786
ch ,6,0.01786
't ,6,0.01786
den,6,0.01786
 uw,6,0.01786
lij,6,0.01786
uw ,6,0.01786
 sc,5,0.01488
ich,5,0.01488
e v,5,0.01488
n v,5,0.01488
het,5,0.01488
te ,5,0.01488
ck ,5,0.01488
ren,5,0.01488
ede,5,0.01488
ach,4,0.0119
der,4,0.0119
 ha,4,0.0119
oor,4,0.0119
wae,4,0.0119
"t, ",4,0.0119
el ,4,0.0119
 wa,4,0.0119
cha,4,0.0119
lde,4,0.0119
in ,4,0.0119
hes,4,0.0119
hen,4,0.0119
