chars,Nombre d'apparitions,Frequence d'apparition
en ,50,0.07321
"n, ",27,0.03953
"en,",26,0.03807
ck ,22,0.03221
er ,22,0.03221
ust,18,0.02635
ijn,18,0.02635
aer,18,0.02635
 so,17,0.02489
an ,16,0.02343
 de,16,0.02343
rus,15,0.02196
dt ,15,0.02196
ick,15,0.02196
gen,14,0.0205
jn ,14,0.0205
n s,14,0.0205
 ic,14,0.0205
sch,14,0.0205
st ,13,0.01903
 he,13,0.01903
 ge,13,0.01903
ver,12,0.01757
at ,12,0.01757
cke,12,0.01757
 ve,11,0.01611
eck,11,0.01611
"t, ",11,0.01611
et ,11,0.01611
 ru,11,0.01611
gh ,11,0.01611
de ,11,0.01611
ven,11,0.01611
 al,10,0.01464
ten,10,0.01464
een,10,0.01464
t s,10,0.01464
 da,9,0.01318
odt,9,0.01318
ken,9,0.01318
te ,9,0.01318
 in,9,0.01318
n d,9,0.01318
 sc,9,0.01318
och,9,0.01318
van,9,0.01318
 va,9,0.01318
ege,9,0.01318
igh,8,0.01171
 en,8,0.01171
