chars,Nombre d'apparitions,Frequence d'apparition
 de,14,0.05833
en ,14,0.05833
de ,11,0.04583
et ,9,0.0375
en.,7,0.02917
n. ,7,0.02917
ie ,6,0.025
ere,6,0.025
den,6,0.025
 is,5,0.02083
ip ,5,0.02083
ste,5,0.02083
een,5,0.02083
is ,5,0.02083
rel,5,0.02083
elt,5,0.02083
 We,5,0.02083
e d,5,0.02083
Die,5,0.02083
 Di,5,0.02083
 't,4,0.01667
aer,4,0.01667
n d,4,0.01667
ond,4,0.01667
ens,4,0.01667
 ge,4,0.01667
't ,4,0.01667
e z,4,0.01667
ren,4,0.01667
 ee,4,0.01667
s e,4,0.01667
ls ,4,0.01667
 we,4,0.01667
Wer,4,0.01667
are,4,0.01667
 Na,3,0.0125
oet,3,0.0125
 do,3,0.0125
dui,3,0.0125
 du,3,0.0125
a d,3,0.0125
Na ,3,0.0125
 he,3,0.0125
hip,3,0.0125
chi,3,0.0125
e v,3,0.0125
te ,3,0.0125
 wo,3,0.0125
n w,3,0.0125
. ',3,0.0125
