chars,Nombre d'apparitions,Frequence d'apparition
en ,41,0.08613
 he,17,0.03571
"n, ",16,0.03361
an ,15,0.03151
"en,",14,0.02941
 de,12,0.02521
er ,12,0.02521
 on,12,0.02521
ver,11,0.02311
 zy,11,0.02311
zyn,11,0.02311
aar,11,0.02311
van,11,0.02311
 va,11,0.02311
ns ,10,0.02101
 me,10,0.02101
sch,9,0.01891
et ,9,0.01891
 ve,9,0.01891
 en,9,0.01891
n h,9,0.01891
hem,9,0.01891
n z,8,0.01681
den,8,0.01681
ons,8,0.01681
yne,8,0.01681
doo,8,0.01681
gen,8,0.01681
"t, ",8,0.01681
n d,8,0.01681
 't,7,0.01471
in ,7,0.01471
 in,7,0.01471
mel,7,0.01471
der,7,0.01471
't ,7,0.01471
dt ,7,0.01471
oor,7,0.01471
 ee,7,0.01471
de ,7,0.01471
eer,7,0.01471
 De,7,0.01471
nen,7,0.01471
 aa,6,0.01261
ts ,6,0.01261
 Op,6,0.01261
t. ,6,0.01261
 do,6,0.01261
 En,6,0.01261
eme,6,0.01261
