chars,Nombre d'apparitions,Frequence d'apparition
en ,14,0.06195
"n, ",11,0.04867
"en,",8,0.0354
een,8,0.0354
 zi,7,0.03097
aar,6,0.02655
an ,6,0.02655
ijn,6,0.02655
aan,5,0.02212
it ,5,0.02212
zij,5,0.02212
't ,5,0.02212
 't,5,0.02212
 he,5,0.02212
 de,5,0.02212
er ,5,0.02212
is ,5,0.02212
eer,4,0.0177
 we,4,0.0177
"t, ",4,0.0177
 da,4,0.0177
n l,4,0.0177
 ge,4,0.0177
den,4,0.0177
et ,4,0.0177
 al,4,0.0177
te ,4,0.0177
 zo,4,0.0177
in ,4,0.0177
 is,4,0.0177
t i,4,0.0177
 Wa,4,0.0177
oo ,4,0.0177
ns ,3,0.01327
art,3,0.01327
gee,3,0.01327
", d",3,0.01327
n h,3,0.01327
", I",3,0.01327
van,3,0.01327
 va,3,0.01327
 mi,3,0.01327
ar ,3,0.01327
t d,3,0.01327
min,3,0.01327
de ,3,0.01327
n d,3,0.01327
 in,3,0.01327
at ,3,0.01327
rt ,3,0.01327
