chars,Nombre d'apparitions,Frequence d'apparition
en ,56,0.14854
et ,17,0.04509
are,12,0.03183
nt ,11,0.02918
ese,10,0.02653
sen,10,0.02653
t d,9,0.02387
des,9,0.02387
ghe,9,0.02387
Met,8,0.02122
 de,8,0.02122
 Me,8,0.02122
sch,8,0.02122
aen,7,0.01857
re ,7,0.01857
n n,7,0.01857
 ni,7,0.01857
nie,7,0.01857
n i,7,0.01857
 he,6,0.01592
iar,6,0.01592
 ia,6,0.01592
wen,6,0.01592
uwe,6,0.01592
euw,6,0.01592
ieu,6,0.01592
 He,6,0.01592
 ee,6,0.01592
ns ,6,0.01592
 on,6,0.01592
t o,6,0.01592
ren,5,0.01326
ont,5,0.01326
hem,5,0.01326
n d,5,0.01326
e. ,5,0.01326
re.,5,0.01326
 gh,5,0.01326
 da,5,0.01326
at ,5,0.01326
t M,5,0.01326
hen,5,0.01326
ons,5,0.01326
n v,4,0.01061
lij,4,0.01061
den,4,0.01061
ste,4,0.01061
n m,4,0.01061
men,4,0.01061
oet,4,0.01061
