chars,Nombre d'apparitions,Frequence d'apparition
en ,40,0.06154
"n, ",27,0.04154
"en,",22,0.03385
den,21,0.03231
et ,20,0.03077
ijn,19,0.02923
jn ,16,0.02462
an ,16,0.02462
at ,16,0.02462
my ,15,0.02308
 my,15,0.02308
 mi,15,0.02308
mij,14,0.02154
 be,13,0.02
 ik,13,0.02
ik ,13,0.02
n. ,12,0.01846
ond,12,0.01846
uw ,12,0.01846
 uw,12,0.01846
", D",12,0.01846
aan,12,0.01846
gen,12,0.01846
 ge,12,0.01846
"t, ",12,0.01846
oor,12,0.01846
een,11,0.01692
t i,11,0.01692
 zo,11,0.01692
ot ,11,0.01692
 'k,11,0.01692
'k ,11,0.01692
 st,10,0.01538
iet,10,0.01538
nde,10,0.01538
en.,10,0.01538
or ,10,0.01538
 Da,10,0.01538
 de,10,0.01538
 He,10,0.01538
 vo,10,0.01538
n s,9,0.01385
sch,9,0.01385
 zi,9,0.01385
aar,9,0.01385
n d,9,0.01385
ste,9,0.01385
n z,9,0.01385
 ee,8,0.01231
 ve,8,0.01231
