chars,Nombre d'apparitions,Frequence d'apparition
en ,25,0.06562
 on,17,0.04462
ons,16,0.04199
ns ,15,0.03937
er ,12,0.0315
and,11,0.02887
eer,11,0.02887
ver,10,0.02625
nde,9,0.02362
t o,9,0.02362
den,9,0.02362
dt ,8,0.021
 En,8,0.021
En ,8,0.021
 va,8,0.021
oor,8,0.021
 al,8,0.021
ten,7,0.01837
iet,7,0.01837
et ,7,0.01837
n v,7,0.01837
 ve,7,0.01837
e s,7,0.01837
", E",7,0.01837
"t, ",7,0.01837
 da,7,0.01837
n s,6,0.01575
lle,6,0.01575
ghe,6,0.01575
"n, ",6,0.01575
sch,6,0.01575
an ,6,0.01575
n o,5,0.01312
al ,5,0.01312
der,5,0.01312
ter,5,0.01312
erd,5,0.01312
roo,5,0.01312
or ,5,0.01312
all,5,0.01312
de ,5,0.01312
sie,5,0.01312
", V",5,0.01312
"en,",5,0.01312
han,5,0.01312
s d,5,0.01312
van,5,0.01312
n d,5,0.01312
t d,5,0.01312
 ee,5,0.01312
