chars,Nombre d'apparitions,Frequence d'apparition
 ’t,32,0.06598
’t ,32,0.06598
et ,27,0.05567
en ,24,0.04948
"t, ",20,0.04124
"n, ",16,0.03299
 he,13,0.0268
t s,12,0.02474
"en,",12,0.02474
n d,12,0.02474
ijn,11,0.02268
jn ,11,0.02268
het,10,0.02062
 en,9,0.01856
ck ,9,0.01856
n ’,8,0.01649
 de,8,0.01649
t m,8,0.01649
", ’",8,0.01649
 mi,8,0.01649
nde,7,0.01443
", h",7,0.01443
ind,7,0.01443
van,7,0.01443
 va,7,0.01443
de ,7,0.01443
sch,7,0.01443
 in,7,0.01443
er ,7,0.01443
dt ,7,0.01443
", E",7,0.01443
ert,7,0.01443
die,7,0.01443
 di,7,0.01443
in ,7,0.01443
 me,6,0.01237
den,6,0.01237
 He,6,0.01237
 da,6,0.01237
ick,6,0.01237
 ic,6,0.01237
an ,6,0.01237
 ge,6,0.01237
eer,6,0.01237
op ,6,0.01237
t i,6,0.01237
oor,6,0.01237
t g,6,0.01237
ie ,6,0.01237
st ,6,0.01237
