chars,Nombre d'apparitions,Frequence d'apparition
en ,24,0.07453
oor,11,0.03416
 de,11,0.03416
de ,10,0.03106
ten,9,0.02795
"n, ",8,0.02484
ij ,8,0.02484
aar,8,0.02484
"r, ",8,0.02484
ijn,8,0.02484
"s, ",7,0.02174
ijk,7,0.02174
t d,7,0.02174
 di,7,0.02174
 we,7,0.02174
 ik,6,0.01863
ver,6,0.01863
ar ,6,0.01863
", w",6,0.01863
ie ,6,0.01863
 en,6,0.01863
 u ,6,0.01863
lij,6,0.01863
or ,6,0.01863
too,6,0.01863
cto,6,0.01863
oct,6,0.01863
Doc,6,0.01863
 Do,6,0.01863
et ,6,0.01863
n d,6,0.01863
ter,5,0.01553
 ve,5,0.01553
die,5,0.01553
jes,5,0.01553
 vo,5,0.01553
rst,5,0.01553
 ge,5,0.01553
ik ,5,0.01553
es ,5,0.01553
er ,5,0.01553
n. ,4,0.01242
n z,4,0.01242
"en,",4,0.01242
e l,4,0.01242
oet,4,0.01242
wel,4,0.01242
", l",4,0.01242
 le,4,0.01242
tte,4,0.01242
