chars,Nombre d'apparitions,Frequence d'apparition
en ,37,0.07598
aer,23,0.04723
er ,21,0.04312
ck ,16,0.03285
an ,14,0.02875
 En,14,0.02875
et ,13,0.02669
En ,13,0.02669
ick,12,0.02464
sch,11,0.02259
 ic,11,0.02259
n. ,10,0.02053
cht,10,0.02053
 da,10,0.02053
en.,10,0.02053
"t, ",10,0.02053
n s,10,0.02053
 ee,9,0.01848
eer,9,0.01848
at ,9,0.01848
ijn,9,0.01848
jn ,9,0.01848
 u ,8,0.01643
t i,8,0.01643
oet,8,0.01643
de ,8,0.01643
 Da,8,0.01643
den,8,0.01643
 ge,8,0.01643
een,8,0.01643
oo ,8,0.01643
ie ,8,0.01643
 en,7,0.01437
der,7,0.01437
n m,7,0.01437
 He,7,0.01437
gen,7,0.01437
"n, ",7,0.01437
 wo,7,0.01437
 we,7,0.01437
dt ,7,0.01437
men,6,0.01232
gh ,6,0.01232
 So,6,0.01232
ond,6,0.01232
ren,6,0.01232
e s,6,0.01232
 so,6,0.01232
t g,6,0.01232
n v,6,0.01232
