POS,Nombre d'apparitions,Frequence d'apparition
n(sing),28,0.19858
adj(),12,0.08511
"v(fin,pres,aux_cop)",10,0.07092
pron(poss),9,0.06383
"v(fin,pres,lex)",9,0.06383
adp(),8,0.05674
adv(gener),7,0.04965
"pron(pers,1,sing)",6,0.04255
"v(participle,past)",6,0.04255
"pron(pers,2,sing)",5,0.03546
conj(coord),4,0.02837
pron(dem),4,0.02837
adv(neg),4,0.02837
adv(dem),3,0.02128
interj(),3,0.02128
conj(subord),3,0.02128
v(infin),2,0.01418
"pron(pers,2,plu)",2,0.01418
pron(rel),2,0.01418
v(imp),2,0.01418
n(prop),2,0.01418
art(indef),1,0.00709
art(def)+n(sing),1,0.00709
"pron(refl,2,plu)",1,0.00709
adp()+art(def),1,0.00709
n(plu),1,0.00709
"v(fin,past,lex)",1,0.00709
"pron(pers,3,sing)+adv(neg)",1,0.00709
art(def),1,0.00709
art(indef)+adp(),1,0.00709
num(indef),1,0.00709
