POS,Nombre d'apparitions,Frequence d'apparition
n(sing),37,0.26056
pron(poss),18,0.12676
adp(),14,0.09859
v(infin),14,0.09859
adv(gener),10,0.07042
"v(fin,pres,aux_cop)",8,0.05634
conj(coord),6,0.04225
"pron(pers,2,plu)",3,0.02113
adv(dem),3,0.02113
adv(neg),3,0.02113
pron(indef),2,0.01408
"v(participle,past)",2,0.01408
adj(),2,0.01408
"v(fin,pres,lex)",2,0.01408
"pron(pers,1,sing)",2,0.01408
interj(),2,0.01408
"pron(pers,3,sing)+pron(pers,1,sing)+v(fin,past,aux_cop)",2,0.01408
pronadv(dem),1,0.00704
"pron(pers,3,sing)",1,0.00704
art(def),1,0.00704
num(indef),1,0.00704
n(plu),1,0.00704
v(imp),1,0.00704
conj(subord),1,0.00704
pron(dem),1,0.00704
"v(fin,past,aux_cop)",1,0.00704
misc(),1,0.00704
conj(comp),1,0.00704
n(prop),1,0.00704
