POS,Nombre d'apparitions,Frequence d'apparition
n(sing),68,0.19263
adj(),41,0.11615
adv(gener),20,0.05666
v(infin),19,0.05382
"v(fin,pres,lex)",18,0.05099
adp(),17,0.04816
conj(coord),15,0.04249
art(def),14,0.03966
"v(fin,pres,aux_cop)",13,0.03683
pron(poss),12,0.03399
"v(participle,past)",11,0.03116
"pron(pers,3,plu)",10,0.02833
art(indef),9,0.0255
"pron(pers,2,sing)",7,0.01983
n(plu),6,0.017
adv(neg),6,0.017
num(indef),6,0.017
"pron(pers,2,plu)",6,0.017
conj(subord),5,0.01416
adv(dem),4,0.01133
interj(),3,0.0085
pronadv(dem),3,0.0085
adv(inter),3,0.0085
"v(fin,past,aux_cop)",3,0.0085
pron(rel),2,0.00567
"pron(pers,1,sing)",2,0.00567
pronadv(rel),2,0.00567
pron(dem),2,0.00567
"v(fin,past,lex)",2,0.00567
n(prop),2,0.00567
adp()+art(def),2,0.00567
adv(resum),2,0.00567
pron(indef),2,0.00567
art(def)+adp(),1,0.00283
n(sing)+adp(),1,0.00283
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00283
"v(fin,pres,lex)+pron(pers,3,plu)",1,0.00283
punc(quest),1,0.00283
conj(comp),1,0.00283
art(def)+n(sing),1,0.00283
v(imp),1,0.00283
adp()+pron(poss),1,0.00283
num(card),1,0.00283
"v(fin,pres,aux_cop)+pron(pers,3,sing)",1,0.00283
"pron(indef)+v(fin,pres,aux_cop)",1,0.00283
"pronadv(pers)+v(fin,pres,aux_cop)",1,0.00283
"pron(pers,3,sing)+interj()",1,0.00283
"pron(pers,3,sing)",1,0.00283
adv(rel),1,0.00283
