POS,Nombre d'apparitions,Frequence d'apparition
n(sing),52,0.20233
pron(poss),23,0.08949
conj(coord),23,0.08949
adp(),21,0.08171
"v(fin,pres,lex)",19,0.07393
v(infin),13,0.05058
adv(gener),12,0.04669
n(plu),12,0.04669
art(def),10,0.03891
"v(fin,pres,aux_cop)",8,0.03113
"pron(pers,1,sing)",7,0.02724
num(indef),6,0.02335
"v(participle,past)",6,0.02335
adj(),5,0.01946
"pron(pers,2,plu)",4,0.01556
pron(dem),4,0.01556
v(imp),3,0.01167
"pron(pers,3,plu)",3,0.01167
conj(subord),3,0.01167
"pron(pers,3,sing)",3,0.01167
adv(dem),2,0.00778
"v(fin,past,lex)",2,0.00778
pron(indef),2,0.00778
art(indef),2,0.00778
art(def)+n(sing),1,0.00389
n(sing)+adp(),1,0.00389
n(prop),1,0.00389
"v(participle,pres)",1,0.00389
art(def)+adp(),1,0.00389
num(card),1,0.00389
pronadv(rel),1,0.00389
misc(),1,0.00389
"pron(refl,2,plu)",1,0.00389
conj(comp),1,0.00389
"conj(coord)+pron(pers,3,sing)",1,0.00389
pron(rel),1,0.00389
