POS,Nombre d'apparitions,Frequence d'apparition
n(sing),75,0.24834
v(infin),27,0.0894
adj(),23,0.07616
adp(),20,0.06623
conj(coord),19,0.06291
adv(gener),16,0.05298
art(def),15,0.04967
"v(fin,pres,aux_cop)",14,0.04636
adv(neg),11,0.03642
"v(fin,pres,lex)",11,0.03642
"pron(pers,1,plu)",10,0.03311
"pron(pers,1,sing)",7,0.02318
v(imp),7,0.02318
punc(quest),4,0.01325
pron(indef),4,0.01325
adp()+art(def),4,0.01325
conj(subord),3,0.00993
n(plu),3,0.00993
pron(poss),3,0.00993
"v(infin,subs)",2,0.00662
adv(dem),2,0.00662
art(def)+adp(),2,0.00662
"pron(pers,2,plu)",2,0.00662
art(indef),2,0.00662
art(def)+n(sing),1,0.00331
"adv(rel)+pron(pers,3,sing)",1,0.00331
adv(indef),1,0.00331
num(card),1,0.00331
num(indef),1,0.00331
"adv(rel)+pron(indef)+pron(pers,3,sing)",1,0.00331
pron(dem),1,0.00331
pron(rel),1,0.00331
interj(),1,0.00331
pronadv(dem),1,0.00331
"v(fin,pres,aux_cop)+pron(indef)",1,0.00331
"v(fin,past,lex)",1,0.00331
pronadv(rel),1,0.00331
adv(inter),1,0.00331
"v(participle,past)",1,0.00331
n(prop),1,0.00331
