POS,Nombre d'apparitions,Frequence d'apparition
n(sing),51,0.21519
v(infin),24,0.10127
adp(),19,0.08017
conj(coord),15,0.06329
adv(gener),14,0.05907
"pron(pers,1,sing)",12,0.05063
adj(),11,0.04641
"v(fin,pres,aux_cop)",9,0.03797
pron(poss),8,0.03376
n(plu),8,0.03376
"v(fin,pres,lex)",8,0.03376
art(indef),6,0.02532
art(def),6,0.02532
"pron(pers,3,sing)",4,0.01688
"pron(pers,2,plu)",4,0.01688
"v(participle,past)",4,0.01688
n(prop),3,0.01266
"v(fin,past,lex)",3,0.01266
pron(dem),3,0.01266
art(def)+n(sing),3,0.01266
conj(subord),2,0.00844
num(indef),2,0.00844
pron(rel),2,0.00844
conj(alse),1,0.00422
"v(fin,past,aux_cop)",1,0.00422
adv(gener)+adv(gener),1,0.00422
"pron(refl,1,sing)",1,0.00422
adv(resum),1,0.00422
adp()+art(def),1,0.00422
"pron(pers,2,sing)",1,0.00422
"pron(pers,3,sing)+adv(neg)",1,0.00422
interj(),1,0.00422
v(prtcl),1,0.00422
v(imp),1,0.00422
"pron(pers,3,plu)",1,0.00422
pron(indef),1,0.00422
num(card),1,0.00422
adv(inter),1,0.00422
adv(neg),1,0.00422
