POS,Nombre d'apparitions,Frequence d'apparition
n(sing),48,0.21145
"v(fin,pres,lex)",23,0.10132
adv(gener),19,0.0837
adp(),12,0.05286
art(indef),11,0.04846
v(infin),11,0.04846
conj(coord),11,0.04846
adj(),10,0.04405
"pron(pers,3,sing)",10,0.04405
"pron(pers,1,sing)",8,0.03524
n(prop),7,0.03084
art(def),6,0.02643
pron(poss),6,0.02643
pron(inter),6,0.02643
"v(fin,pres,aux_cop)",5,0.02203
interj(),4,0.01762
adv(neg),4,0.01762
"pron(pers,2,plu)",4,0.01762
pron(indef),2,0.00881
v(imp),2,0.00881
misc(),2,0.00881
pron(dem),2,0.00881
conj(comp),1,0.00441
"v(participle,past)",1,0.00441
"pron(pers,3,sing)+interj()",1,0.00441
n(plu),1,0.00441
num(card),1,0.00441
"pron(pers,1,plu)",1,0.00441
"v(fin,pres,lex)+pron(pers,3,plu)",1,0.00441
pron(rel),1,0.00441
"pron(pers,3,plu)",1,0.00441
"v(fin,past,lex)",1,0.00441
num(indef),1,0.00441
"pron(pers,2,sing)+v(fin,past,aux_cop)",1,0.00441
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00441
adv(dem),1,0.00441
