POS,Nombre d'apparitions,Frequence d'apparition
n(sing),17,0.11806
adj(),13,0.09028
adv(gener),12,0.08333
adp(),11,0.07639
"v(fin,pres,aux_cop)",8,0.05556
v(infin),7,0.04861
conj(coord),6,0.04167
adv(neg),5,0.03472
"v(fin,pres,lex)",5,0.03472
pron(indef),4,0.02778
"pron(pers,1,sing)",4,0.02778
punc(quest),4,0.02778
"pron(pers,1,plu)",4,0.02778
"pron(pers,3,sing)",4,0.02778
"v(participle,past)",4,0.02778
n(prop),3,0.02083
pron(dem),3,0.02083
art(indef),3,0.02083
v(imp),3,0.02083
num(indef),3,0.02083
adv(dem),3,0.02083
pron(poss),2,0.01389
art(def)+adp(),2,0.01389
n(plu),2,0.01389
pronadv(prep),2,0.01389
conj(subord),1,0.00694
misc(),1,0.00694
num(card),1,0.00694
pronadv(rel),1,0.00694
"pron(indef)+v(fin,past,lex)",1,0.00694
pron(rel),1,0.00694
pronadv(dem),1,0.00694
"v(fin,past,lex)",1,0.00694
misc(latin),1,0.00694
"pron(pers,2,sing)",1,0.00694
