POS,Nombre d'apparitions,Frequence d'apparition
n(sing),27,0.13568
adp(),17,0.08543
v(infin),17,0.08543
"v(fin,pres,lex)",13,0.06533
"pron(pers,1,sing)",12,0.0603
adj(),10,0.05025
conj(coord),10,0.05025
art(def),10,0.05025
adv(gener),9,0.04523
pron(poss),8,0.0402
n(plu),7,0.03518
"v(fin,pres,aux_cop)",6,0.03015
adv(dem),6,0.03015
v(imp),5,0.02513
adv(neg),5,0.02513
conj(subord),4,0.0201
adv(inter),4,0.0201
n(prop),3,0.01508
"v(fin,past,aux_cop)",3,0.01508
"pron(pers,1,plu)",2,0.01005
pronadv(rel),2,0.01005
"v(fin,past,lex)",2,0.01005
interj(),2,0.01005
art(def)+n(sing),1,0.00503
pron(inter),1,0.00503
"pron(pers,2,plu)",1,0.00503
"pron(pers,2,sing)",1,0.00503
"pron(pers,3,sing)+adv(neg)",1,0.00503
pron(rel),1,0.00503
num(indef),1,0.00503
art(def)+n(plu),1,0.00503
adv(indef),1,0.00503
"pronadv(pers)+v(fin,past,aux_cop)",1,0.00503
"pron(pers,3,sing)+conj(subord)",1,0.00503
pron(indef),1,0.00503
"pron(pers,3,plu)",1,0.00503
"pron(refl,2,plu)",1,0.00503
"v(participle,past)",1,0.00503
