POS,Nombre d'apparitions,Frequence d'apparition
n(sing),30,0.14423
adv(gener),19,0.09135
adp(),17,0.08173
v(infin),14,0.06731
conj(coord),11,0.05288
"v(fin,pres,lex)",11,0.05288
"v(fin,pres,aux_cop)",8,0.03846
"pron(pers,2,plu)",7,0.03365
conj(subord),7,0.03365
"pron(pers,1,sing)",7,0.03365
adv(neg),6,0.02885
adj(),6,0.02885
"pron(pers,2,sing)",6,0.02885
pron(poss),6,0.02885
n(prop),5,0.02404
interj(),4,0.01923
"v(participle,past)",4,0.01923
adv(dem),4,0.01923
n(plu),4,0.01923
num(card),4,0.01923
v(imp),3,0.01442
"pron(pers,3,sing)",3,0.01442
"pron(pers,3,plu)",2,0.00962
art(def),2,0.00962
adv(resum),2,0.00962
pronadv(dem),1,0.00481
art(def)+adp(),1,0.00481
adv(indef),1,0.00481
"pron(refl,1,sing)",1,0.00481
pron(dem),1,0.00481
"v(fin,past,lex)",1,0.00481
misc(),1,0.00481
pronadv(rel),1,0.00481
"pron(poss,2,sing)",1,0.00481
"pron(pers,3,sing)+interj()",1,0.00481
"v(fin,past,aux_cop)",1,0.00481
adp()+art(def),1,0.00481
pron(indef),1,0.00481
num(ord),1,0.00481
punc(quest),1,0.00481
pron(rel),1,0.00481
