POS,Nombre d'apparitions,Frequence d'apparition
n(sing),41,0.21026
adp(),17,0.08718
"v(fin,pres,lex)",15,0.07692
adv(gener),15,0.07692
adj(),13,0.06667
pron(poss),12,0.06154
v(infin),12,0.06154
conj(coord),11,0.05641
n(prop),7,0.0359
"pron(pers,2,plu)",6,0.03077
"pron(pers,1,sing)",5,0.02564
adv(neg),4,0.02051
art(def),4,0.02051
"v(fin,pres,aux_cop)",4,0.02051
num(indef),4,0.02051
n(plu),3,0.01538
pron(indef),3,0.01538
art(indef),3,0.01538
punc(quest),2,0.01026
conj(subord),2,0.01026
interj(),2,0.01026
v(imp),2,0.01026
"v(participle,past)",1,0.00513
pron(dem),1,0.00513
misc(),1,0.00513
"pron(refl,3,sing)",1,0.00513
"pron(pers,3,sing)",1,0.00513
adv(dem),1,0.00513
art(def)+adp(),1,0.00513
pronadv(dem),1,0.00513
