POS,Nombre d'apparitions,Frequence d'apparition
n(sing),39,0.16667
adv(gener),18,0.07692
v(infin),17,0.07265
pron(poss),16,0.06838
"v(fin,pres,aux_cop)",14,0.05983
adp(),13,0.05556
conj(coord),13,0.05556
"pron(pers,1,sing)",13,0.05556
"v(fin,pres,lex)",10,0.04274
"pron(pers,2,plu)",8,0.03419
adj(),8,0.03419
n(plu),7,0.02991
n(prop),7,0.02991
adv(neg),6,0.02564
v(imp),5,0.02137
art(indef),4,0.01709
"pron(pers,2,sing)",3,0.01282
art(def),3,0.01282
adp()+art(def),3,0.01282
"pron(refl,2,sing)",3,0.01282
pron(inter),3,0.01282
pron(dem),2,0.00855
interj(),2,0.00855
conj(subord),2,0.00855
"v(participle,past)",1,0.00427
pron(indef),1,0.00427
art(def)+n(sing),1,0.00427
pron(rel),1,0.00427
num(indef),1,0.00427
adv(resum),1,0.00427
"pron(pers,2,plu)+v(fin,pres,lex)",1,0.00427
num(card),1,0.00427
"pron(poss,2,sing)",1,0.00427
"pron(pers,3,sing)+adv(resum)",1,0.00427
"pron(pers,3,sing)",1,0.00427
conj(comp),1,0.00427
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00427
"pron(pers,1,sing)+adv(neg)",1,0.00427
adv(indef),1,0.00427
