POS,Nombre d'apparitions,Frequence d'apparition
n(sing),39,0.16667
"v(fin,pres,lex)",25,0.10684
adp(),21,0.08974
pron(poss),20,0.08547
adv(gener),11,0.04701
"pron(pers,1,sing)",11,0.04701
conj(coord),10,0.04274
adj(),8,0.03419
n(prop),7,0.02991
adv(neg),7,0.02991
"pron(pers,2,plu)",6,0.02564
art(indef),6,0.02564
n(plu),5,0.02137
interj(),5,0.02137
v(imp),5,0.02137
"v(fin,past,lex)",5,0.02137
"v(fin,pres,aux_cop)",4,0.01709
"pron(pers,3,sing)",4,0.01709
conj(comp),3,0.01282
adv(dem),3,0.01282
"v(participle,past)",3,0.01282
pron(rel),3,0.01282
conj(subord),3,0.01282
v(infin),3,0.01282
pron(indef),2,0.00855
art(def),2,0.00855
num(indef),2,0.00855
pronadv(dem),2,0.00855
"pron(pers,3,plu)",1,0.00427
punc(quest),1,0.00427
"pron(refl,1,sing)",1,0.00427
"pron(pers,3,sing)+v(fin,past,lex)+pron(pers,3,plu)",1,0.00427
"pron(refl,3,sing)",1,0.00427
art(def)+n(sing),1,0.00427
"v(fin,past,lex)+pron(pers,3,sing)+pron(pers,3,sing)",1,0.00427
pron(dem),1,0.00427
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00427
