POS,Nombre d'apparitions,Frequence d'apparition
n(sing),31,0.17318
conj(coord),20,0.11173
adj(),15,0.0838
adp(),15,0.0838
v(infin),14,0.07821
adv(gener),12,0.06704
adv(neg),8,0.04469
"v(fin,pres,aux_cop)",7,0.03911
"v(fin,pres,lex)",7,0.03911
art(indef),5,0.02793
pron(poss),5,0.02793
"pron(pers,3,sing)",4,0.02235
art(def),4,0.02235
"pron(pers,1,sing)",3,0.01676
num(card),3,0.01676
punc(quest),3,0.01676
pron(indef),3,0.01676
"v(participle,past)",2,0.01117
conj(subord),2,0.01117
"v(fin,past,aux_cop)",2,0.01117
n(prop),2,0.01117
n(plu),2,0.01117
adv(indef),1,0.00559
adp()+art(def),1,0.00559
"v(fin,past,lex)",1,0.00559
pronadv(pers)+pron(rel),1,0.00559
"pron(pers,2,sing)",1,0.00559
misc(),1,0.00559
"pron(pers,1,plu)",1,0.00559
pron(rel),1,0.00559
v(imp),1,0.00559
"pron(pers,2,plu)",1,0.00559
