POS,Nombre d'apparitions,Frequence d'apparition
n(sing),76,0.1505
"pron(pers,3,sing)",43,0.08515
adp(),39,0.07723
"v(fin,pres,lex)",34,0.06733
adv(gener),33,0.06535
"v(fin,pres,aux_cop)",30,0.05941
art(def),24,0.04752
v(infin),21,0.04158
pron(poss),20,0.0396
conj(subord),19,0.03762
conj(coord),16,0.03168
n(plu),16,0.03168
"v(fin,past,lex)",15,0.0297
adv(neg),13,0.02574
adv(dem),12,0.02376
adj(),11,0.02178
art(indef),9,0.01782
n(prop),7,0.01386
"pron(pers,1,sing)",7,0.01386
num(indef),5,0.0099
pron(rel),4,0.00792
interj(),4,0.00792
pron(indef),4,0.00792
pron(dem),4,0.00792
"v(participle,past)",4,0.00792
"pron(pers,2,plu)",4,0.00792
"pron(pers,3,plu)",3,0.00594
v(imp),3,0.00594
pronadv(dem),3,0.00594
adv(resum),3,0.00594
misc(),2,0.00396
pronadv(prep),2,0.00396
"pron(pers,1,plu)",2,0.00396
"pron(refl,3,sing)",2,0.00396
conj(comp),2,0.00396
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00198
pronadv(rel),1,0.00198
pron(inter),1,0.00198
adv(indef),1,0.00198
v(prtcl),1,0.00198
adv(inter),1,0.00198
"v(fin,past,aux_cop)",1,0.00198
"pron(pers,3,sing)+pron(indef)",1,0.00198
art(def)+n(sing),1,0.00198
