POS,Nombre d'apparitions,Frequence d'apparition
n(sing),105,0.21921
adp(),45,0.09395
adv(gener),32,0.06681
adj(),27,0.05637
conj(coord),25,0.05219
"v(fin,pres,aux_cop)",25,0.05219
pron(poss),24,0.0501
v(infin),19,0.03967
"v(fin,pres,lex)",18,0.03758
art(def),17,0.03549
"v(participle,past)",15,0.03132
n(prop),14,0.02923
n(plu),11,0.02296
art(indef),11,0.02296
"pron(pers,2,plu)",9,0.01879
"pron(pers,1,sing)",9,0.01879
conj(subord),8,0.0167
adv(neg),7,0.01461
pron(rel),6,0.01253
"pron(pers,2,sing)",6,0.01253
interj(),5,0.01044
"pron(pers,1,plu)",4,0.00835
conj(comp),3,0.00626
v(imp),3,0.00626
num(indef),3,0.00626
"v(fin,past,lex)",3,0.00626
"pron(pers,3,sing)",3,0.00626
pron(dem),3,0.00626
misc(),2,0.00418
art(def)+n(sing),2,0.00418
adv(dem),2,0.00418
punc(quest),2,0.00418
pron(indef),2,0.00418
pronadv(dem),1,0.00209
pron(inter),1,0.00209
adv(resum),1,0.00209
pronadv(inter),1,0.00209
"pron(pers,3,sing)+v(fin,pres,aux_cop)",1,0.00209
art(def)+adp(),1,0.00209
v(prtcl),1,0.00209
num(card)+n(sing),1,0.00209
n(prop)+adp(),1,0.00209
