POS,Nombre d'apparitions,Frequence d'apparition
n(sing),23,0.15753
v(infin),11,0.07534
adp(),10,0.06849
"v(fin,pres,aux_cop)",9,0.06164
"pron(pers,1,plu)",9,0.06164
adj(),9,0.06164
art(def),8,0.05479
conj(coord),8,0.05479
n(plu),6,0.0411
pron(poss),6,0.0411
adv(gener),6,0.0411
"v(fin,pres,lex)",5,0.03425
"v(participle,past)",5,0.03425
interj(),4,0.0274
conj(subord),3,0.02055
n(prop),3,0.02055
"v(fin,past,lex)",3,0.02055
adv(neg),2,0.0137
"pron(pers,3,sing)",2,0.0137
pron(rel),2,0.0137
v(imp),1,0.00685
"pron(refl,3,sing)",1,0.00685
"pron(pers,2,plu)",1,0.00685
art(indef),1,0.00685
pron(dem),1,0.00685
"pron(indef)+v(fin,pres,lex)",1,0.00685
pronadv(dem),1,0.00685
adv(resum),1,0.00685
v(prtcl),1,0.00685
"v(fin,past,aux_cop)",1,0.00685
"pron(pers,1,sing)",1,0.00685
adv(dem),1,0.00685
