POS,Nombre d'apparitions,Frequence d'apparition
n(sing),71,0.18346
adv(gener),49,0.12661
adp(),37,0.09561
conj(coord),30,0.07752
"v(fin,pres,lex)",25,0.0646
adj(),19,0.0491
n(plu),17,0.04393
n(prop),17,0.04393
v(infin),12,0.03101
pron(poss),11,0.02842
num(indef),9,0.02326
art(def),9,0.02326
"v(participle,past)",9,0.02326
art(indef),7,0.01809
pron(indef),6,0.0155
"pron(pers,1,sing)",5,0.01292
adv(dem),5,0.01292
"pron(pers,3,plu)",5,0.01292
pron(dem),5,0.01292
"v(fin,pres,aux_cop)",4,0.01034
adv(neg),4,0.01034
pronadv(dem),3,0.00775
v(imp),3,0.00775
"pron(pers,2,plu)",2,0.00517
pron(rel),2,0.00517
misc(),2,0.00517
interj(),2,0.00517
num(card),2,0.00517
art(def)+n(sing),1,0.00258
"v(fin,past,lex)",1,0.00258
"pron(pers,1,sing)+adv(neg)",1,0.00258
art(def)+n(plu),1,0.00258
pronadv(prep),1,0.00258
adv(resum),1,0.00258
adp()+art(def),1,0.00258
conj(subord),1,0.00258
"pron(pers,2,sing)",1,0.00258
"pron(refl,1,sing)",1,0.00258
"pron(pers,3,sing)",1,0.00258
pron(rel)+pron(indef),1,0.00258
art(def)+adp(),1,0.00258
"v(fin,past,aux_cop)",1,0.00258
"pron(rel)+pron(pers,3,sing)",1,0.00258
