POS,Nombre d'apparitions,Frequence d'apparition
n(sing),70,0.2509
conj(coord),26,0.09319
v(infin),18,0.06452
adj(),17,0.06093
adp(),16,0.05735
art(def),14,0.05018
adv(gener),14,0.05018
pron(poss),13,0.04659
"v(fin,pres,lex)",13,0.04659
"v(fin,pres,aux_cop)",12,0.04301
"pron(pers,2,plu)",6,0.02151
v(imp),6,0.02151
art(indef),5,0.01792
n(plu),5,0.01792
n(prop),5,0.01792
pron(dem),4,0.01434
conj(subord),4,0.01434
pron(indef),3,0.01075
"pron(pers,2,sing)",3,0.01075
adv(neg),3,0.01075
"v(participle,past)",3,0.01075
num(indef),2,0.00717
"pron(pers,3,sing)",2,0.00717
punc(quest),2,0.00717
interj(),2,0.00717
pron(rel),1,0.00358
"pron(pers,3,sing)+interj()",1,0.00358
pronadv(rel),1,0.00358
"pron(pers,3,sing)+v(fin,pres,lex)",1,0.00358
"pron(pers,1,plu)",1,0.00358
"v(fin,past,lex)+pron(pers,3,sing)",1,0.00358
misc(),1,0.00358
adv(resum),1,0.00358
"v(fin,past,aux_cop)",1,0.00358
adv(dem),1,0.00358
art(def)+adp(),1,0.00358
