POS,Nombre d'apparitions,Frequence d'apparition
n(sing),63,0.27876
adv(gener),15,0.06637
adp(),15,0.06637
adj(),13,0.05752
v(infin),12,0.0531
pron(poss),11,0.04867
conj(coord),9,0.03982
"pron(pers,3,sing)",9,0.03982
n(plu),6,0.02655
"v(fin,past,lex)",6,0.02655
v(imp),5,0.02212
"v(fin,pres,lex)",5,0.02212
art(def),5,0.02212
adv(neg),4,0.0177
pron(dem),4,0.0177
interj(),3,0.01327
conj(subord),3,0.01327
n(prop),3,0.01327
pron(indef),3,0.01327
"v(participle,past)",3,0.01327
"pron(pers,2,plu)",3,0.01327
"pron(pers,3,sing)+v(fin,pres,aux_cop)",3,0.01327
art(def)+adp(),2,0.00885
adv(dem),2,0.00885
art(indef),2,0.00885
"pron(pers,2,sing)",2,0.00885
"v(fin,pres,aux_cop)",2,0.00885
adv(indef),1,0.00442
"pron(pers,1,sing)",1,0.00442
"pron(pers,1,plu)",1,0.00442
pron(rel),1,0.00442
misc(),1,0.00442
"pron(pers,3,plu)",1,0.00442
num(rod),1,0.00442
"pron(refl,3,sing)",1,0.00442
num(card),1,0.00442
num(indef),1,0.00442
adv(resum),1,0.00442
"v(fin,past,aux_cop)",1,0.00442
v(prtcl),1,0.00442
